"Food ID","Name","Optional Name","Description","Scientific Name","Derivation","Nitrogen Factor","Fat Factor","Specific Gravity","Sampling details","Inedible Portion","Edible Portion","Group","Sub Group","Sort Order"
"10A10265","Sauce, Rojan Josh, Indian, Commercial","","Indian style Rogan Josh flavoured sauce. Commonly contains water, vegetable oil, salt, coriander, ginger, chilli, spices, gram flour, pepper.","","Analysed","6.25","0.920","0.000","Nutrients (proximates, vitamins and minerals) are derived from a composite of 5 brands (5 products) of Rogan Josh sauce purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July-September 2005. Brands and flavours of sauces analysed include: Tilde (Rogan Josh simmer sauce medium); Pataks (Rogan Josh simmer sauce medium); Sherwoods (Rogan Josh simmer sauce medium); Taylors (Spicy Rogan Josh); The Curry Makers (Rogan Josh simmer sauce medium). Fatty acids are from a composite sample of 8 purchases of Indian curry simmer or cooking sauce purchased in 1996.","nil","100%","Condiments","Dressings, Pastes and Sauces","527"
"10A10276","Sauce, Salsa, Tomato-Based","","Commercially prepared, Mexican style, tomato based dip. Typical ingredients include  tomato, onion, capsicum, jalapenos, salt and chili.","","Analysed","6.25","1.000","1.095","Values are from a composite sample of 8 purchases of salsa (Old El Paso, Tostitos, Masterfoods and CCs) in Adelaide in January 1996. Retinol and cholesterol are imputed.","Nil","100%","Condiments","Dressings, Pastes and Sauces","528"
"10A10245","Sauce, Satay, Asian, Commercial","","Spicy sauce based on ground roasted peanuts, sugar, salt and other flavourings, commonly used in Asian style cooking.  ","","Analysed","5.46","0.956","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 7 imported brands (Ayam, Four Arrows, Giti, Glory, Gourmet Chef, Sahibs Choice, Yeos) of satay sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. Fibre value has been estimated assuming product contains 50% roasted, salted peanuts.","nil","100%","Condiments","Dressings, Pastes and Sauces","529"
"10A10275","Sauce, Simmer, Indian Curry Flavoured, Commercial","","Commercially prepared and bottled simmer style sauce suitable for pouring over chicken or beef to produce an Indian-style curry. See also separate records for Butter Chicken sauce (10A10264) and Rogan Josh sauce (10A10265).","","Analysed","6.25","0.920","0.000","Majority of values are from a composite sample of 8 purchases of sauce (Continental Thai Peanut Curry x2, Chicken Tonight Curried Chicken with Veg, Pataks Jalfrezi Mild Cooking Sauce, Pataks Dopiaza Mild Cooking Sauce, Uncle Bens Mild Chicken Curry, Ashoka Mild Korma Cooking Sauce and Ashoka Hot Vindaloo Cooking Sauce) purchased in Adelaide in January 1996. Samples heated before analysis. Folate imputed from butter chicken and rogan josh sauces.","Nil","100%","Condiments","Dressings, Pastes and Sauces","530"
"10A10253","Sauce, Soy, Commercial","","A dark brown salty liquid sauce commonly containing hydrolysed soy protein, hydrolysed wheat protein, salt, colour (caramel) and water.","","Analysed","5.71","1.000","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 4 brands (Kikkoman, MasterFoods, Fountain, Cornwells) of soy sauce, purchased in Adelaide (from Franklins supermarket) in 1990 for the Soups and Sauces Analytical Program. Iodine and a range of other minerals were determined in a composite of 8 purchases (2xMasterfoods, 2xFountain, 2xKikkoman, 1xMeiweixian, 1xHaday) purchased in Melbourne in February 2006. ","nil","100%","Condiments","Dressings, Pastes and Sauces","531"
"10A10256","Sauce, Soy, Reduced Salt","","A dark brown, salty, liquid sauce commonly containing hydrolysed soy protein, hydrolysed wheat protein, salt, colour (caramel) and water. Reduced in salt compared to regular soy sauce.","","Imputed","6.25","1.000","1.052","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 4 brands (Kikkoman, Masterfoods, Fountain, Cornwells) of soy sauce, purchased in Adelaide (from Franklins supermarket) in 1990 for the Soups and Sauces Analytical Program. Sodium is from USDA 16424. Moisture and ash contents adjusted to account for reduced salt content.","nil","100%","Condiments","Dressings, Pastes and Sauces","532"
"10A10239","Sauce, Sweet And Sour, Asian, Commercial","","Bottled sauce based on starch, vinegar, sugar and other flavourings, commonly used in Asian style cooking.","","Analysed","6.25","0.800","0.000","Majority of nutrients (proximates, vitamins, minerals) are derived from a composite of 4 purchases of different brands (Ayam, Kikkoman, Lee Kum, Kee Tung Chun) of sweet & sour sauce, purchased in Sydney in 1991 for the Nutrient Analysis of Ethnic Foods program. Fibre value is imputed from bottled plum sauce. Imputed values for retinol and cholesterol, based off international data.","nil","100%","Condiments","Dressings, Pastes and Sauces","533"
"10A10247","Sauce, Tabasco","","Spicy tabasco sauce made from red peppers.","","NNS 1995","6.25","0.800","0.979","Data prepared for the 1995 NNS and updated based on USDA 6169.","nil","100%","Condiments","Dressings, Pastes and Sauces","534"
"10A10261","Sauce, Taco Style","","Mexican style spicy tomato-based sauce used for a topping on tacos. Commonly contains water, tomato, onion, capsicum, modified cornstarch, salt, pepper, vinegar, garlic, herbs, spices, food acid, jalapenos.","","Analysed","6.25","0.800","0.000","Nutrients (proximates, vitamins and minerals) are derived from a composite of 4 brands (5 products) of taco sauce purchased from supermarkets and specialty shops in central, eastern and western suburbs of Sydney between July-September 2005. Brand and flavours of sauces analysed include: Old El Paso (1 each of mild, medium and hot flavours); Casa Fiesta (medium flavour); Balo (mild flavour); Coles - World Flavours Mexican (medium flavour).","nil","100%","Condiments","Dressings, Pastes and Sauces","535"
"10A10254","Sauce, Tomato, Commercial","","Bottled sauce with a thick consistency. Contains tomatoes, sugar, salt, food acid, spices. ","","Analysed","6.25","1.000","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 5 brands (Heinz, Rosella, Fountain, No Frills, Woolworths) of tomato sauce, purchased in Adelaide in 1990 for the Soups and Sauces Analytical Program. Minerals were also determined in tomato sauce sampled by 3 States for the 22nd ATDS in 2004. WA and NSW analyses were based on composite samples of 6 products; NT analyses were based on a composite sample of 2 products. ","nil","100%","Condiments","Dressings, Pastes and Sauces","536"
"10A10255","Sauce, Tomato, No Added Salt","","Bottled sauce with a thick consistency. Contains tomatoes, sugar, food acid, spices.","","NNS 1995","6.25","1.000","1.036","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 5 brands (Heinz, Rosella, Fountain, No Frills, Woolworths) of tomato sauce, purchased in Adelaide in 1990 for the Soups and Sauces Analytical Program. Minerals were also determined in tomato sauce sampled by 3 States for the 22nd ATDS in 2004. WA and NSW analyses were based off a composite sample of 6 products. NSW analyses were based on composite samples of 6 products; NT analyses on a composite sample of 2 products. Sodium value borrowed from USDA record 43217.","nil","100%","Condiments","Dressings, Pastes and Sauces","537"
"10A10257","Sauce, White, Home Prepared","","Sauce prepared from butter, plain flour, whole milk, salt and pepper. ","","Analysed","6.25","0.948","0.000","Majority of nutrients (proximates, vitamins and minerals) derived from a composite sample of 6 batches of white sauce analysed. Sauce prepared using 1 tablespoon of butter (Farmers Union Premium Butter), 2 tablespoons of flour (White Wings Plain White Flour), 1 cup of milk (Farmers Union Full Cream Milk), 1/4 teaspoon salt and 6 shakes of pepper. Fatty acids are estimated based on milk.","nil","100%","Condiments","Dressings, Pastes and Sauces","538"
"10A10174","Sauce, White, Savoury, Made With Full Fat Milk And Butter","","Creamy style sauce made in the home from butter, white wheat flour and full fat milk.","","Recipe","6.25","0.000","1.057","Not applicable.","Nil","100%","Condiments","Dressings, Pastes and Sauces","539"
"10A10175","Sauce, White, Savoury, Made With Reduced Fat Milk And Spread","","Creamy style sauce made in the home from reduced fat edible oil based spread, white wheat flour and reduced fat milk.","","Recipe","6.25","0.000","1.057","Not applicable.","Nil","100%","Condiments","Dressings, Pastes and Sauces","540"
"10A10249","Sauce, Worcestershire, Commercial","","A fermented liquid condiment made with vinegar, molasses, golden syrup, salt, water, spices, soy sauce, pepper, tamarinds, anchovies, lemon oil, onion and garlic powder.","","Analysed","6.25","1.000","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 2 brands (Cornells, Holbrooks) of worcestershire sauce, purchased in Adelaide supermarkets in 1990 for the Soups and Sauces Analytical Program. Fatty acids are imputed from anchovies canned in oil, drained.","nil","100%","Condiments","Dressings, Pastes and Sauces","541"
"10F20051","Vinegar","","Acidic tasting liquid commonly used in dressings. Made from fermented spirit and may contain malt. Available types of vinegar include white, brown and malt.","","Analysed","6.25","1.000","1.014","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 6 products in total of white, brown and malt vinegar from 4 different brands of vinegar, purchased in Adelaide in 1990 for the Soups and Sauces Analytical Program. Brands analysed included:  1 x each of white and malt vinegar (Cornwells brand) 2 x each of white vinegar (Seppelts brand) 1 x brown vinegar (Woolworths brand), 1 x brown vinegar (Home Brand). Vitamin C, carotenes, thiamin, riboflavin, niacin and cholesterol are imputed zero.","nil","100%","Condiments","Dressings, Pastes and Sauces","542"
"10E10046","Chilli (Chili) Powder","","Spice mixture composed of dried ground red chillies, salt and sometimes other spices.","","NNS 1995","6.25","0.000","0.000","Data prepared for AUSNUT 1999, with replacement of carotenoids value with individual carotenoids recorded in USDA 17th ed record 2009. No further information is available.","Nil","100%","Condiments","Herbs, Seasonings and Spices","543"
"10E10056","Chillies (Chilies), Dried, Ground","Chili","Dried and ground fruit of Capsicum spp, characterised by a hot sensation when consumed as a spice. Includes cayenne pepper, dried ground red pepper.","Capsicum spp","Calculated","6.25","0.000","0.000","Values were compiled from a range of literature sources.","","100%","Condiments","Herbs, Seasonings and Spices","544"
"10E10047","Cinnamon, Ground","","Dried and ground bark or quills of Cinnamomum verum, C. zeylanicum or C. aromaticum, used as a spice.","Cinnamomum verum, C zeylanicum or C. aromaticum","Borrowed","6.25","0.000","0.000","Data compiled from two sources - USDA SR 16 & 19 record 02010, UK 5th, record 839. Retinol and cholesterol are imputed zero.","","100%","Condiments","Herbs, Seasonings and Spices","545"
"10E10055","Cloves, Ground","","Dried and ground, unopened flower buds of Syzyghum aromaticum, used as a spice.","Syzyghym aromaticum","Calculated","6.25","0.000","0.000","Values were compiled from a range of literature sources.","","100%","Condiments","Herbs, Seasonings and Spices","546"
"10E10048","Coriander Seed, Ground","","Dried and ground fruit or seed of Coriandrum sativum, used as a spice.","Coriandrum sativum","Borrowed","6.25","0.000","0.000","Data based on values from USDA 02012, Pradeep et al (1993) and industry.","","100%","Condiments","Herbs, Seasonings and Spices","547"
